('54910', 7.352568976879703)
('53841', 7.352558013363681)
('53149', 7.352545527631445)
('56140', 7.35252961679242)
('53840', 7.352512720113553)
('53174', 7.352478426286644)
('53824', 7.352478426286642)
('54839', 7.352450608849951)
('56130', 7.352419994339606)
('54829', 7.352333668397976)
('53184', 7.35226218728068)
('53814', 7.35226218728068)
('56120', 7.352213372269619)
('54819', 7.352117429392013)
('53748', 7.352114954042976)
('56437', 7.352105772884725)
('56438', 7.352082287729269)
('53749', 7.352069660792846)
('56439', 7.352036994479139)
('56473', 7.35200270065223)
('56427', 7.351988832432752)
('56472', 7.351988832432752)
('56428', 7.351965347277296)
('56471', 7.351965347277296)
('56470', 7.351920054027168)
('56429', 7.351920054027166)
('56104', 7.351842424310317)
('56347', 7.351839294823009)
('56103', 7.351835874089995)
('53194', 7.351825527631447)
('53804', 7.351825527631447)
('56102', 7.351822005870516)
('56348', 7.351815809667553)
('56483', 7.351786461646268)
('53784', 7.351786320442081)
('56417', 7.351772593426789)
('56482', 7.351772593426789)
('56349', 7.351770516417423)
('54893', 7.351763416367845)
('54892', 7.351749548148366)
('56418', 7.351749108271333)
('56481', 7.351749108271333)
('54891', 7.35172606299291)
('56480', 7.351703815021206)
('56419', 7.351703815021203)
('56374', 7.3517034150726195)
('54890', 7.351680769742781)
('54809', 7.35168076974278)
('56384', 7.351487176066657)
('56493', 7.351349801997033)
('53794', 7.351349660792847)
('56407', 7.351335933777557)
('56492', 7.351335933777555)
('56408', 7.351312448622101)
('56491', 7.351312448622099)
('56409', 7.351267155371971)
('56490', 7.351267155371971)
('53627', 7.351209363051813)
('53672', 7.3512093630518125)
('56327', 7.351209363051809)
('56372', 7.351209363051809)
('53628', 7.3511858778963575)
('53671', 7.351185877896357)
('56328', 7.351185877896353)
('56371', 7.351185877896353)
('53670', 7.351140584646229)
('53629', 7.351140584646227)
('56370', 7.351140584646226)
('56329', 7.351140584646223)
('56394', 7.3510505164174225)
('53617', 7.35099312404585)
('53682', 7.35099312404585)
('56317', 7.350993124045846)
('56382', 7.350993124045846)
('53846', 7.3509737370496175)
('53618', 7.350969638890394)
('53681', 7.350969638890394)
('56318', 7.3509696388903905)
('56381', 7.3509696388903905)
('53847', 7.350959868830138)
('53864', 7.350940929531724)
('53680', 7.350924345640267)
('53619', 7.350924345640264)
('56380', 7.350924345640263)
('56319', 7.35092434564026)
('53612', 7.35083714983072)
('53621', 7.350837149830717)
('53874', 7.35082398907975)
('53620', 7.350791856580589)
('56034', 7.350690682488768)
('56043', 7.350690682488767)
('56042', 7.350676814269289)
('56247', 7.350654504706429)
('56041', 7.3506533291138325)
('56734', 7.350635565408016)
('56743', 7.350635565408014)
('56248', 7.350631019550973)
('56742', 7.350621697188536)
('53762', 7.350615146968221)
('56237', 7.350615146968214)
('54936', 7.350611674546301)
('54963', 7.350611674546301)
('56741', 7.35059821203308)
('54937', 7.350597806326822)
('54962', 7.350597806326822)
('53761', 7.350591661812765)
('56238', 7.350591661812758)
('56249', 7.350585726300843)
('54938', 7.350574321171366)
('54961', 7.350574321171366)
('56024', 7.350573742036795)
('56023', 7.350567191816474)
('56032', 7.350567191816473)
('53607', 7.350556464396619)
('53692', 7.350556464396616)
('56307', 7.350556464396615)
('56392', 7.350556464396612)
('56740', 7.350552918782952)
('53760', 7.350546368562638)
('56239', 7.350546368562628)
('56031', 7.350543706661018)
('53608', 7.350532979241163)
('53691', 7.3505329792411604)
('56308', 7.350532979241159)
('56391', 7.350532979241156)
('54960', 7.350529027921237)
('56724', 7.350518624956043)
('56274', 7.35051862495604)
('53726', 7.350512074735726)
('53267', 7.350512074735725)
('53276', 7.350512074735725)
('56723', 7.350512074735722)
('56732', 7.35051207473572)
('56273', 7.350512074735719)
('54067', 7.350494734094328)
('54076', 7.350494734094328)
('54926', 7.350494734094327)
('54973', 7.350494734094327)
('53268', 7.350488589580269)
('56731', 7.350488589580264)
('53609', 7.350487685991033)
('53690', 7.350487685991033)
('56309', 7.350487685991029)
('56390', 7.350487685991029)
('54927', 7.3504808658748475)
('54972', 7.3504808658748475)
('54068', 7.350471248938872)
('54928', 7.350457380719392)
('54971', 7.350457380719392)
('53269', 7.350443296330139)
('56730', 7.350443296330137)
('54069', 7.350425955688742)
('54970', 7.3504120874692624)
('53602', 7.350400490181484)
('53601', 7.35037700502603)
('53610', 7.350377005026028)
('56014', 7.350357503030831)
('56013', 7.350350952810511)
('56012', 7.350337084591032)
('56021', 7.350337084591031)
('56714', 7.35030238595008)
('56284', 7.350302385950077)
('53286', 7.350295835729763)
('53716', 7.350295835729763)
('56713', 7.350295835729759)
('56283', 7.3502958357297565)
('53278', 7.350281967510283)
('53287', 7.350281967510283)
('56712', 7.350281967510281)
('56721', 7.350281967510279)
('54086', 7.350278495088364)
('54916', 7.3502784950883635)
('54983', 7.3502784950883635)
('54078', 7.350264626868885)
('54087', 7.350264626868885)
('54917', 7.350264626868884)
('54982', 7.350264626868884)
('54918', 7.350241141713428)
('54981', 7.350241141713428)
('53279', 7.350236674260153)
('56720', 7.3502366742601515)
('54079', 7.350219333618755)
('54980', 7.3501958484633)
('56704', 7.3498657263008464)
('56294', 7.349865726300843)
('53706', 7.349859176080531)
('53296', 7.349859176080529)
('56703', 7.349859176080526)
('56293', 7.349859176080522)
('53297', 7.34984530786105)
('56702', 7.349845307861047)
('54096', 7.349841835439131)
('54906', 7.349841835439131)
('54097', 7.349827967219651)
('54907', 7.349827967219651)
('53289', 7.349821822705594)
('53298', 7.349821822705594)
('56701', 7.349821822705591)
('56710', 7.349821822705591)
('54089', 7.3498044820641955)
('54098', 7.3498044820641955)
('54908', 7.3498044820641955)
('53712', 7.34965235971414)
('53721', 7.349652359714137)
('53720', 7.349607066464009)
('53728', 7.349464532521318)
('56271', 7.349464532521316)
('56270', 7.349419239271189)
('53729', 7.349419239271188)
('53782', 7.34927177867081)
('56217', 7.3492717786708095)
('53718', 7.349248293515355)
('53781', 7.3492482935153545)
('56218', 7.349248293515354)
('56281', 7.349248293515354)
('53702', 7.349215700064905)
('53780', 7.349203000265227)
('56280', 7.349203000265226)
('53719', 7.349203000265225)
('56219', 7.3492030002652236)
('53710', 7.34919221490945)
('53701', 7.349192214909448)
('53261', 7.348951865177147)
('53260', 7.348906571927017)
('56207', 7.348835119021578)
('53792', 7.348835119021577)
('53271', 7.348834924725172)
('53708', 7.348811633866124)
('56208', 7.348811633866122)
('53791', 7.348811633866121)
('56291', 7.348811633866119)
('53270', 7.348789631475044)
('53709', 7.3487663406159935)
('53790', 7.3487663406159935)
('56209', 7.348766340615992)
('56290', 7.348766340615992)
('53216', 7.348656039094146)
('53217', 7.348642170874665)
('53281', 7.34861868571921)
('53218', 7.3486186857192095)
('53280', 7.34857339246908)
('53219', 7.3485733924690795)
('56147', 7.348465745498666)
('56834', 7.348446806200253)
('56843', 7.3484468062002515)
('56148', 7.3484422603432105)
('56842', 7.348432937980773)
('53862', 7.348426387760454)
('56137', 7.348426387760451)
('53849', 7.348413863771958)
('56841', 7.348409452825317)
('53861', 7.348402902604998)
('56138', 7.348402902604995)
('56149', 7.34839696709308)
('56840', 7.34836415957519)
('53860', 7.3483576093548715)
('56139', 7.348357609354865)
('56824', 7.34832986574828)
('56174', 7.348329865748277)
('53167', 7.348323315527959)
('53176', 7.348323315527959)
('53826', 7.348323315527959)
('56823', 7.348323315527959)
('56832', 7.348323315527957)
('56173', 7.348323315527956)
('53827', 7.34830944730848)
('53872', 7.34830944730848)
('56127', 7.348309447308478)
('56172', 7.348309447308478)
('53168', 7.348299830372503)
('56831', 7.348299830372501)
('53871', 7.348285962153024)
('56128', 7.348285962153022)
('56830', 7.348254537122374)
('53169', 7.348254537122373)
('53870', 7.348240668902896)
('56129', 7.348240668902892)
('53046', 7.348229366675204)
('53206', 7.348219379444911)
('53047', 7.348215498455725)
('53207', 7.348205511225433)
('53064', 7.348196559157309)
('53048', 7.348192013300269)
('53942', 7.348182690937828)
('53208', 7.348182026069977)
('53291', 7.348182026069977)
('53941', 7.348159205782372)
('53049', 7.348146720050139)
('53209', 7.348136732819847)
('53290', 7.348136732819847)
('53940', 7.348113912532244)
('56814', 7.348113626742317)
('56184', 7.348113626742315)
('53816', 7.3481070765219965)
('56813', 7.3481070765219965)
('53186', 7.348107076521996)
('56183', 7.348107076521994)
('56812', 7.348093208302518)
('53817', 7.348093208302517)
('53178', 7.348093208302516)
('53187', 7.348093208302516)
('56821', 7.348093208302516)
('56182', 7.348093208302515)
('53074', 7.348079618705335)
('53924', 7.348079618705333)
('56820', 7.348047915052389)
('53179', 7.348047915052386)
('53084', 7.347863379699372)
('53914', 7.34786337969937)
('53162', 7.347796779964312)
('53894', 7.347693863771958)
('53126', 7.347693707731813)
('53172', 7.347679839512336)
('53127', 7.347679839512335)
('56804', 7.347676967093084)
('56194', 7.34767696709308)
('53806', 7.347670416872765)
('56803', 7.347670416872763)
('53196', 7.347670416872762)
('56193', 7.347670416872759)
('53807', 7.347656548653285)
('56802', 7.347656548653284)
('53197', 7.3476565486532825)
('56192', 7.347656548653281)
('53128', 7.347656354356879)
('56801', 7.347633063497828)
('56810', 7.347633063497828)
('53189', 7.347633063497827)
('53198', 7.347633063497827)
('53129', 7.347611061106749)
('53182', 7.347463600506373)
('53812', 7.347463600506373)
('53821', 7.34746360050637)
('53904', 7.34742672005014)
('53094', 7.347426720050138)
('53820', 7.347418307256242)
('53192', 7.347026940857139)
('53802', 7.347026940857138)
('53810', 7.347003455701683)
('53801', 7.347003455701681)
('52463', 7.346887820477893)
('52436', 7.346887820477892)
('52437', 7.346873952258413)
('52438', 7.346850467102957)
('52439', 7.346805173852827)
('52473', 7.34677088002592)
('52346', 7.346621342416179)
('52347', 7.3466074741967)
('52364', 7.346588534898286)
('52643', 7.346588534898285)
('52634', 7.3465885348982845)
('52348', 7.346583989041244)
('53946', 7.346574929468308)
('53947', 7.346561061248829)
('52483', 7.3465546410199565)
('53964', 7.3465421219504154)
('52349', 7.346538695791114)
('53948', 7.346537576093373)
('57423', 7.346472679563277)
('57432', 7.346472679563274)
('52374', 7.346471594446311)
('57431', 7.3464491944078185)
('53974', 7.34642518149844)
('57430', 7.346403901157691)
('57413', 7.346256440557315)
('52384', 7.346255355440348)
('57412', 7.346242572337836)
('57421', 7.346242572337833)
('53984', 7.346208942492478)
('57420', 7.346197279087706)
('52493', 7.346117981370723)
('57342', 7.346101033097777)
('57341', 7.346077547942321)
('57340', 7.346032254692194)
('57324', 7.345997960865284)
('57403', 7.345819780908081)
('52394', 7.345818695791114)
('57402', 7.3458059126886015)
('57410', 7.3457824275331465)
('57401', 7.345782427533145)
('57314', 7.34578172185932)
('53829', 7.345763442250299)
('56170', 7.3457634422502975)
('54321', 7.3457502037604305)
('54312', 7.34575020376043)
('54320', 7.345704910510302)
('53819', 7.345547203244337)
('56180', 7.345547203244335)
('52743', 7.345403744781706)
('52734', 7.345403744781703)
('57243', 7.34540374478169)
('57234', 7.345403744781689)
('57304', 7.345345062210086)
('54302', 7.345313544111199)
('54301', 7.345290058955743)
('54310', 7.345290058955742)
('53160', 7.3452507749061295)
('53892', 7.345179322000688)
('56107', 7.3451793220006865)
('53891', 7.345155836845232)
('56108', 7.3451558368452305)
('53170', 7.345133834454155)
('53809', 7.345110543595105)
('53890', 7.345110543595105)
('56109', 7.3451105435951005)
('56190', 7.3451105435951005)
('54231', 7.34502226790882)
('54230', 7.344976974658692)
('57312', 7.344974515966081)
('57321', 7.344974515966078)
('57320', 7.344929222715951)
('53180', 7.344917595448192)
('54213', 7.344829514058314)
('53106', 7.344563582424022)
('53107', 7.344549714204542)
('57302', 7.344537856316847)
('53108', 7.3445262290490865)
('57301', 7.34451437116139)
('57310', 7.34451437116139)
('53190', 7.344480935798958)
('53109', 7.3444809357989564)
('54203', 7.344392854409082)
('57241', 7.344356202567284)
('57240', 7.344310909317157)
('57231', 7.344246580114468)
('57230', 7.34420128686434)
('56047', 7.344066937917354)
('57214', 7.344060376484284)
('57213', 7.344053826263964)
('56934', 7.344047998618938)
('56943', 7.344047998618937)
('56048', 7.344043452761898)
('56942', 7.344034130399458)
('53962', 7.344027580179145)
('56037', 7.344027580179139)
('56941', 7.344010645244002)
('53961', 7.344004095023689)
('56038', 7.344004095023683)
('56049', 7.343998159511768)
('56940', 7.343965351993875)
('53960', 7.343958801773562)
('56039', 7.343958801773553)
('56074', 7.343931058166966)
('56924', 7.343931058166965)
('53067', 7.343924507946652)
('53076', 7.343924507946652)
('53926', 7.34392450794665)
('56073', 7.343924507946645)
('56923', 7.343924507946644)
('56932', 7.343924507946642)
('53927', 7.343910639727171)
('53972', 7.34391063972717)
('56072', 7.3439106397271665)
('56027', 7.343910639727166)
('53068', 7.343901022791196)
('56931', 7.3439010227911865)
('53928', 7.343887154571715)
('53971', 7.343887154571714)
('56071', 7.343887154571711)
('56028', 7.34388715457171)
('54123', 7.343867182695982)
('54132', 7.343867182695982)
('53069', 7.343855729541066)
('56930', 7.343855729541059)
('53970', 7.343841861321588)
('56029', 7.34384186132158)
('56084', 7.343714819161003)
('56914', 7.343714819161002)
('53086', 7.34370826894069)
('53916', 7.343708268940687)
('56083', 7.3437082689406825)
('56913', 7.343708268940682)
('53078', 7.34369440072121)
('53087', 7.34369440072121)
('53917', 7.3436944007212075)
('53982', 7.3436944007212075)
('56017', 7.343694400721204)
('56082', 7.343694400721204)
('56912', 7.343694400721203)
('56921', 7.343694400721201)
('53918', 7.343670915565752)
('53981', 7.343670915565752)
('56018', 7.343670915565748)
('56081', 7.343670915565748)
('53079', 7.34364910747108)
('56920', 7.343649107471074)
('53980', 7.343625622315624)
('56019', 7.343625622315618)
('57204', 7.343623716835049)
('57203', 7.343617166614729)
('53062', 7.343397972383001)
('53061', 7.3433744872275435)
('53026', 7.3432949001505055)
('53027', 7.343281031931027)
('53072', 7.343281031931024)
('56094', 7.343278159511769)
('56904', 7.343278159511769)
('53096', 7.343271609291456)
('53906', 7.343271609291455)
('56093', 7.343271609291448)
('56903', 7.343271609291448)
('53097', 7.343257741071977)
('53907', 7.343257741071976)
('56092', 7.3432577410719695)
('56902', 7.3432577410719695)
('53028', 7.343257546775571)
('53071', 7.343257546775571)
('53089', 7.343234255916521)
('53098', 7.343234255916521)
('53908', 7.34323425591652)
('56091', 7.343234255916514)
('56901', 7.343234255916514)
('56910', 7.343234255916514)
('52843', 7.343214985573939)
('52834', 7.343214985573938)
('57143', 7.343214985573926)
('57134', 7.343214985573925)
('53029', 7.343212253525441)
('57142', 7.3432011173544485)
('57124', 7.343098045121953)
('57132', 7.343091494901632)
('57123', 7.343091494901631)
('53016', 7.343078661144545)
('53017', 7.343064792925065)
('53912', 7.343064792925064)
('53082', 7.3430647929250625)
('53921', 7.343064792925062)
('53018', 7.343041307769609)
('53081', 7.3430413077696075)
('53920', 7.343019499674933)
('53019', 7.342996014519479)
('57436', 7.342739259939515)
('57463', 7.342739259939515)
('57462', 7.342725391720037)
('52467', 7.342704030301885)
('52476', 7.342704030301885)
('57461', 7.342701906564581)
('52468', 7.342680545146429)
('57460', 7.342656613314453)
('52469', 7.342635251896299)
('53092', 7.342628133275829)
('53902', 7.342628133275829)
('57426', 7.342622319487542)
('53091', 7.342604648120374)
('53910', 7.342604648120374)
('53901', 7.342604648120372)
('52486', 7.342487791295921)
('52478', 7.342473923076443)
('52487', 7.342473923076442)
('57346', 7.342472781877799)
('57634', 7.342439974359906)
('57643', 7.342439974359906)
('57364', 7.3424399743599045)
('52479', 7.342428629826313)
('57642', 7.342426106140428)
('57416', 7.342406080481579)
('57641', 7.342402620984972)
('57640', 7.3423573277348435)
('54201', 7.3423346099315445)
('54210', 7.3423346099315445)
('57624', 7.342323033907933)
('52367', 7.342316483687627)
('52376', 7.342316483687627)
('57623', 7.342316483687612)
('57632', 7.342316483687612)
('52368', 7.342292998532171)
('57631', 7.342292998532156)
('52369', 7.342247705282041)
('57630', 7.342247705282028)
('57614', 7.34210679490197)
('52386', 7.342100244681664)
('57613', 7.3421002446816495)
('52378', 7.342086376462184)
('52387', 7.342086376462184)
('57612', 7.342086376462171)
('57621', 7.342086376462171)
('52496', 7.342051131646688)
('52379', 7.342041083212054)
('57620', 7.342041083212043)
('52497', 7.342037263427208)
('52489', 7.342013778271753)
('52498', 7.3420137782717525)
('52647', 7.341985280077324)
('57406', 7.341969420832347)
('52648', 7.341961794921868)
('52637', 7.341945922339107)
('57362', 7.341945922339094)
('52638', 7.341922437183651)
('57361', 7.341922437183638)
('52649', 7.341916501671738)
('52639', 7.341877143933521)
('57360', 7.341877143933511)
('52674', 7.341849400326935)
('52673', 7.341842850106613)
('57326', 7.341842850106599)
('57604', 7.3416701352527385)
('52396', 7.34166358503243)
('57603', 7.341663585032418)
('52397', 7.341649716812951)
('57602', 7.341649716812939)
('52684', 7.3416331613209715)
('52683', 7.34162661110065)
('57316', 7.3416266111006365)
('52389', 7.341626231657495)
('52398', 7.341626231657495)
('57601', 7.341626231657482)
('57610', 7.341626231657482)
('57201', 7.3415589221371915)
('57210', 7.3415589221371915)
('54130', 7.341321177637804)
('52746', 7.341287991761237)
('57246', 7.341287991761219)
('52764', 7.341255184243343)
('57264', 7.341255184243325)
('52763', 7.341248634023021)
('52736', 7.34124863402302)
('57236', 7.341248634023004)
('57263', 7.341248634023004)
('52694', 7.341196501671738)
('52693', 7.341189951451416)
('57306', 7.341189951451405)
('54120', 7.341114555567819)
('54103', 7.34073705738819)
('54102', 7.340723189168712)
('57140', 7.340655112296265)
('57130', 7.340545489843448)
('52461', 7.340437194864833)
('53412', 7.340417996381996)
('53421', 7.340417996381996)
('52460', 7.340391901614705)
('53420', 7.340372703131869)
('57120', 7.340338867773465)
('52471', 7.34032025441286)
('52470', 7.34027496116273)
('52748', 7.34024044954683)
('52738', 7.340201091808613)
('57261', 7.340201091808601)
('52749', 7.3401951562967)
